"w1","w2","prediction","rank"
"of","any","business",3
"of","any","given",4
"of","any","kind",27
"of","any","new",5
"of","any","of",15
"of","any","one",3
"of","any","other",28
"of","any","sort",6
"of","anyone","who",9
"of","anything","else",7
"of","anything","i",5
"of","anything","that",8
"of","anything","the",3
"of","anything","to",7
"of","april","the",4
"of","art","and",16
"of","art","in",17
"of","art","is",9
"of","art","that",3
"of","as","a",10
"of","asia","and",4
"of","at","least",52
"of","at","the",31
"of","attention","to",9
"of","bad","behavior",3
"of","bad","luck",5
"of","bad","news",5
"of","baked","beans",3
"of","balance","in",3
"of","baseball","and",3
"of","becoming","a",18
"of","bed","and",16
"of","bed","in",10
"of","bed","to",4
"of","beer","and",14
"of","beer","for",3
"of","beer","on",4
"of","beer","the",5
"of","beer","to",4
"of","being","a",82
"of","being","able",18
"of","being","alone",13
"of","being","an",17
"of","being","in",24
"of","being","on",13
"of","being","part",4
"of","being","the",22
"of","being","too",4
"of","being","wrong",4
"of","between","and",6
"of","beverly","hills",6
"of","bin","laden",9
"of","birds","and",4
"of","birth","control",10
"of","black","friday",3
"of","black","men",3
"of","blood","and",8
"of","blood","drawn",3
"of","bob","dylan",3
"of","body","parts",4
"of","boiling","water",3
"of","books","about",3
"of","books","and",14
"of","books","i",5
"of","books","in",4
"of","books","that",11
"of","both","of",7
"of","both","sides",5
"of","both","the",23
"of","bottled","water",5
"of","bread","and",7
"of","bread","or",3
"of","breast","cancer",14
"of","bright","red",3
"of","british","columbia",8
"of","bubbles","and",3
"of","building","a",11
"of","business","and",16
"of","business","for",3
"of","business","i",3
"of","business","in",8
"of","business","is",4
"of","business","today",4
"of","but","the",7
"of","but","we",5
"of","buying","a",10
"of","capital","punishment",3
"of","carrot","cake",4
"of","catching","a",4
"of","cats","and",4
"of","central","florida",6
"of","chances","and",3
"of","change","and",6
"of","change","in",7
"of","changing","the",4
"of","changing","times",3
"of","cheese","and",10
"of","chicken","and",3
"of","child","abuse",13
"of","children","at",3
"of","children","in",19
"of","children","with",5
"of","chips","and",4
"of","chocolate","and",11
"of","chocolate","chips",3
"of","choice","for",9
"of","choice","i",5
"of","choice","to",3
"of","church","and",12
"of","civil","rights",6
"of","civil","war",5
"of","clean","water",4
"of","climate","scientists",3
"of","coffee","and",26
"of","coffee","in",8
"of","college","and",8
"of","college","i",4
"of","college","kids",3
"of","college","students",5
"of","color","i",4
"of","color","in",7
"of","colors","and",9
"of","comic","books",3
"of","coming","back",3
"of","coming","to",6
"of","communication","and",6
"of","community","and",7
"of","concern","that",5
"of","confidence","and",9
"of","confidence","in",12
"of","content","that",3
"of","control","and",9
"of","copyright","law",6
"of","could","be",3
"of","country","music",18
"of","courage","and",7
"of","courage","to",4
"of","course","a",34
"of","course","all",12
"of","course","an",6
"of","course","and",41
"of","course","are",10
"of","course","as",17
"of","course","but",50
"of","course","by",6
"of","course","everyone",6
"of","course","for",7
"of","course","have",4
"of","course","he",44
"of","course","her",3
"of","course","how",5
"of","course","i",268
"of","course","if",27
"of","course","in",9
"of","course","is",36
"of","course","it",94
"of","course","many",6
"of","course","means",4
"of","course","my",26
"of","course","next",3
"of","course","none",5
"of","course","not",40
"of","course","now",5
"of","course","on",5
"of","course","one",10
"of","course","other",4
"of","course","she",15
"of","course","since",7
"of","course","so",7
"of","course","some",8
"of","course","thanks",8
"of","course","that",38
"of","course","the",147
"of","course","there",56
"of","course","they",50
"of","course","this",35
"of","course","to",16
"of","course","was",9
"of","course","we",84
"of","course","went",3
"of","course","what",9
"of","course","when",13
"of","course","will",9
"of","course","would",5
"of","course","you",99
"of","covering","the",3
"of","cowboy","boots",3
"of","craft","beer",7
"of","crap","he",4
"of","creating","more",3
"of","crime","in",5
"of","criminal","justice",5
"of","daily","life",7
"of","dancing","with",4
"of","dark","chocolate",9
"of","david","and",3
"of","day","when",7
"of","days","a",4
"of","days","ago",19
"of","days","of",7
"of","dealing","with",16
"of","death","in",9
"of","death","to",5
"of","design","and",5
"of","desire","to",3
"of","developing","a",5
"of","development","for",7
"of","development","in",4
"of","dialogue","in",3
"of","directors","and",4
"of","dirt","and",3
"of","dishes","and",3
"of","do","you",4
"of","doing","nothing",4
"of","doing","so",8
"of","doing","some",4
"of","doing","something",6
"of","doing","that",9
"of","doing","the",9
"of","doing","things",10
"of","doing","this",9
"of","dollars","a",11
"of","dollars","and",12
"of","dollars","for",20
"of","dollars","in",66
"of","dollars","to",21
"of","domestic","violence",16
"of","downton","abbey",8
"of","dr","conrad",3
"of","dreams","and",4
"of","drugs","and",4
"of","dunkin","donuts",3
"of","duty","and",6
"of","each","day",6
"of","each","month",13
"of","each","of",18
"of","each","other",43
"of","each","school",3
"of","earth","day",4
"of","education","in",13
"of","education","is",5
"of","effort","to",6
"of","either","a",3
"of","end","of",5
"of","energy","and",23
"of","energy","i",4
"of","energy","is",5
"of","energy","that",7
"of","energy","to",6
"of","entertainment","and",3
"of","enthusiasm","and",3
"of","equal","or",3
"of","events","at",4
"of","events","in",10
"of","events","that",8
"of","events","this",3
"of","every","day",14
"of","every","four",6
"of","every","month",12
"of","everyday","life",14
"of","everyone","else",4
"of","everything","and",8
"of","everything","around",3
"of","everything","else",6
"of","everything","he",5
"of","everything","i",14
"of","everything","in",7
"of","everything","is",5
"of","everything","that",6
"of","evolution","is",4
"of","exclamation","points",5
"of","experience","to",4
"of","expertise","and",3
"of","facebook","and",6
"of","failing","to",13
"of","faith","and",18
"of","faith","in",9
"of","fame","and",14
"of","fame","as",3
"of","family","guy",8
"of","fans","and",6
"of","fans","in",5
"of","fear","and",15
"of","fear","of",10
"of","feeling","like",4
"of","fiber","and",5
"of","fighting","the",4
"of","film","and",6
"of","finding","a",8
"of","finding","out",9
"of","finding","the",13
"of","fine","arts",6
"of","fish","and",16
"of","florida","he",3
"of","flowers","to",4
"of","focusing","on",7
"of","food","and",36
"of","food","at",4
"of","food","for",6
"of","food","in",7
"of","food","or",3
"of","food","that",6
"of","food","the",4
"of","food","to",6
"of","for","a",6
"of","for","the",15
"of","freedom","of",9
"of","freedom","to",5
"of","fresh","air",19
"of","fresh","fruit",5
"of","fried","chicken",3
"of","friends","and",25
"of","friends","i",3
"of","friends","who",5
"of","fruit","and",7
"of","fun","and",29
"of","fun","but",6
"of","fun","i",10
"of","fun","in",7
"of","fun","to",13
"of","fun","with",9
"of","furniture","that",4
"of","game","of",10
"of","games","to",4
"of","gas","is",3
"of","gas","to",3
"of","genetically","modified",4
"of","getting","a",19
"of","getting","back",7
"of","getting","him",3
"of","getting","it",7
"of","getting","out",5
"of","getting","the",14
"of","getting","to",9
"of","getting","your",7
"of","gift","cards",5
"of","giving","it",4
"of","giving","up",7
"of","global","warming",7
"of","god","and",43
"of","god","in",9
"of","god","is",22
"of","god","she",3
"of","god","the",7
"of","god","to",8
"of","gods","grace",3
"of","going","back",11
"of","going","out",7
"of","going","to",33
"of","gold","and",7
"of","good","news",12
"of","good","ones",3
"of","good","quality",6
"of","government","as",3
"of","great","men",3
"of","great","things",12
"of","green","beans",4
"of","ground","in",3
"of","growing","up",8
"of","growth","in",8
"of","guns","and",4
"of","guy","that",6
"of","guy","who",6
"of","guys","i",3
"of","habit","and",3
"of","hair","and",3
"of","hand","and",6
"of","happiness","a",3
"of","happiness","and",7
"of","hard","to",8
"of","hard","work",22
"of","harry","potter",11
"of","has","been",5
"of","having","a",41
"of","having","an",5
"of","having","to",37
"of","health","and",35
"of","health","care",34
"of","heart","and",13
"of","heat","and",4
"of","heaven","for",3
"of","hell","on",3
"of","henrietta","lacks",4
"of","her","and",15
"of","her","back",5
"of","her","but",8
"of","her","career",9
"of","her","child",3
"of","her","clothes",4
"of","her","daughter",6
"of","her","first",11
"of","her","hand",4
"of","her","head",5
"of","her","i",9
"of","her","illness",3
"of","her","in",8
"of","her","kids",6
"of","her","life",40
"of","her","money",3
"of","her","mothers",4
"of","her","musical",3
"of","her","new",8
"of","her","own",48
"of","her","past",7
"of","her","pregnancy",3
"of","her","shell",3
"of","her","tail",3
"of","her","voice",3
"of","her","work",10
"of","here","and",4
"of","high","school",77
"of","higher","education",25
"of","him","and",25
"of","him","as",17
"of","him","being",6
"of","him","he",14
"of","him","i",14
"of","him","in",13
"of","him","is",3
"of","him","on",4
"of","him","or",7
"of","him","the",3
"of","him","to",5
"of","him","when",4
"of","himself","in",8
"of","his","actions",3
"of","his","and",9
"of","his","back",5
"of","his","best",17
"of","his","bestknown",4
"of","his","books",12
"of","his","car",13
"of","his","career",79
"of","his","characters",3
"of","his","dad",5
"of","his","death",11
"of","his","face",14
"of","his","family",30
"of","his","father",18
"of","his","films",5
"of","his","first",26
"of","his","four",5
"of","his","friend",4
"of","his","friends",24
"of","his","game",14
"of","his","hand",9
"of","his","head",11
"of","his","latest",6
"of","his","life",71
"of","his","love",5
"of","his","mind",6
"of","his","most",11
"of","his","mouth",10
"of","his","name",8
"of","his","neck",3
"of","his","new",12
"of","his","or",10
"of","his","own",88
"of","his","past",6
"of","his","personal",7
"of","his","plan",6
"of","his","presence",3
"of","his","seat",4
"of","his","shoes",3
"of","his","sister",4
"of","his","son",10
"of","his","songs",5
"of","his","students",6
"of","his","team",8
"of","his","thesis",3
"of","his","time",38
"of","his","way",8
"of","his","word",3
"of","his","work",19
"of","historic","places",12
"of","history","and",14
"of","history","it",5
"of","history","to",6
"of","homeland","security",22
"of","hong","kong",5
"of","honor","and",5
"of","hope","and",16
"of","horses","and",5
"of","hot","dogs",5
"of","hours","and",8
"of","hours","of",11
"of","hours","to",5
"of","house","of",3
"of","how","big",10
"of","how","far",17
"of","how","he",18
"of","how","i",32
"of","how","it",16
"of","how","many",20
"of","how","much",37
"of","how","my",4
"of","how","our",8
"of","how","that",7
"of","how","the",52
"of","how","their",3
"of","how","they",11
"of","how","this",11
"of","how","to",36
"of","how","we",24
"of","how","well",7
"of","how","you",19
"of","human","and",3
"of","human","nature",6
"of","human","rights",18
"of","human","services",17
"of","human","society",3
"of","humor","and",21
"of","humor","i",6
"of","hundreds","of",19
"of","i","am",30
"of","i","have",11
"of","i","think",3
"of","i","want",3
"of","i","was",9
"of","i","will",10
"of","ice","cream",21
"of","ice","on",3
"of","ice","water",4
"of","ideas","for",6
"of","if","i",6
"of","if","not",3
"of","if","you",9
"of","illegal","immigrants",15
"of","imagination","and",4
"of","improvement","in",5
"of","in","a",10
"of","in","my",5
"of","in","the",51
"of","individuals","who",6
"of","individuals","with",3
"of","information","about",12
"of","information","and",10
"of","information","that",6
"of","ingredients","for",6
"of","inspiration","for",7
"of","interacting","with",5
"of","interest","and",5
"of","interest","from",6
"of","interest","in",22
"of","interest","to",13
"of","interesting","people",4
"of","investing","in",7
"of","is","not",3
"of","is","that",9
"of","is","the",9
"of","islam","and",4
"of","it","a",13
"of","it","all",63
"of","it","and",100
"of","it","anyway",6
"of","it","as",64
"of","it","at",11
"of","it","being",6
"of","it","but",40
"of","it","by",6
"of","it","do",6
"of","it","done",4
"of","it","even",6
"of","it","ever",4
"of","it","for",17
"of","it","from",7
"of","it","has",11
"of","it","he",15
"of","it","i",85
"of","it","if",7
"of","it","in",34
"of","it","is",119
"of","it","it",28
"of","it","last",7
"of","it","like",8
"of","it","never",3
"of","it","no",7
"of","it","now",13
"of","it","of",3
"of","it","on",29
"of","it","one",5
"of","it","that",21
"of","it","the",26
"of","it","then",5
"of","it","they",8
"of","it","this",12
"of","it","to",22
"of","it","too",13
"of","it","was",40
"of","it","we",9
"of","it","while",4
"of","it","will",9
"of","it","with",17
"of","it","you",16
"of","its","citizens",6
"of","its","contract",3
"of","its","customers",6
"of","its","history",5
"of","its","kind",22
"of","its","members",7
"of","its","original",4
"of","its","own",43
"of","its","potential",5
"of","jeans","and",3
"of","jersey","shore",8
"of","jesus","and",4
"of","jesus","christ",36
"of","jesus","to",3
"of","jobs","are",4
"of","joy","in",3
"of","july","and",6
"of","just","a",7
"of","just","how",15
"of","just","one",8
"of","justice","and",9
"of","justice","to",6
"of","justin","bieber",7
"of","kansas","city",21
"of","kids","i",7
"of","kids","in",10
"of","kids","who",6
"of","knowing","what",4
"of","knowledge","of",3
"of","labor","statistics",15
